etf,symbol,name,pct_holding
JMOM,TGT,Target Corp,0.0072
JMOM,CVX,Chevron Corp,0.0068
JMOM,VZ,Verizon Communications Inc,0.0067
JMOM,INTU,Intuit Inc,0.0064
JMOM,SPGI,S&P Global Inc,0.0064
JMOM,CHTR,Charter Communicatio,0.0062
JMOM,NOW,Servicenow Inc,0.0062
JMOM,ISRG,Intuitive Surg Inc,0.0061
JMOM,AMD,Adv Micro Devices,0.0061
JMOM,LRCX,Lam Research Corp,0.0061
JMOM,ZTS,Zoetis Inc Cl A,0.006
JMOM,GS,Goldman Sachs Group,0.006
JMOM,MS,Morgan Stanley,0.006
JMOM,SQ,Square,0.0059
JMOM,NSC,Norfolk Southern Corp,0.0054
JMOM,PLD,Prologis Inc,0.0053
JMOM,FDX,Fedex Corp,0.0052
JMOM,SCHW,The Charles Schwab Corp,0.0052
JMOM,TJX,TJX Companies,0.0051
JMOM,TMUS,T-Mobile US,0.0051
JMOM,EL,Estee Lauder Companies,0.0049
JMOM,MRVL,Marvell Technology Inc,0.0049
JMOM,EQIX,Equinix Inc,0.0049
JMOM,ADSK,Autodesk Inc,0.0048
JMOM,PGR,Progressive Corp,0.0047
JMOM,CCI,Crown Castle International Corp,0.0047
JMOM,MMC,Marsh & Mclennan Companies,0.0047
JMOM,QCOM,Qualcomm Inc,0.0046
JMOM,DG,Dollar General Corp,0.0046
JMOM,MRNA,Moderna Inc,0.0044
JMOM,KLAC,K L A-Tencor Corp,0.0042
JMOM,HUM,Humana Inc,0.0042
JMOM,MCO,Moody's Corp,0.0042
JMOM,AON,AON Plc,0.0041
JMOM,TWLO,Twilio,0.0041
JMOM,ECL,Ecolab Inc,0.0041
JMOM,ZM,Zoom Video Communications Cl A,0.004
JMOM,IDXX,Idexx Laboratories,0.004
JMOM,A,Agilent Technologies,0.004
JMOM,MSCI,MSCI Inc,0.0038
JMOM,CMG,Chipotle Mexican Grill,0.0038
JMOM,KKR,KKR & Co. LP,0.0038
JMOM,CMCSA,Comcast Corp A,0.0038
JMOM,APD,Air Products and Chemicals,0.0037
JMOM,KSU,Kansas City Southern,0.0037
JMOM,MTD,Mettler-Toledo International,0.0037
JMOM,CTVA,Corteva Inc,0.0036
JMOM,SNPS,Synopsys Inc,0.0036
JMOM,SIVB,Svb Financial Group,0.0035
JMOM,VEEV,Veeva Systems Inc,0.0035
JMOM,ANSS,Ansys Inc,0.0035
JMOM,EPAM,Epam Systems Inc,0.0035
JMOM,MNST,Monster Beverage Cp,0.0035
JMOM,CDNS,Cadence Design Sys,0.0035
JMOM,AJG,Arthur J. Gallagher & Company,0.0035
JMOM,WST,West Pharmaceutical Services,0.0035
JMOM,DOCU,Docusign Inc,0.0034
JMOM,FCX,Freeport-Mcmoran Inc,0.0034
JMOM,PANW,Palo Alto Networks Inc,0.0034
JMOM,ODFL,Old Dominion Freight Line Inc,0.0034
JMOM,OKTA,Okta Inc Cl A,0.0034
JMOM,AWK,American Water Works,0.0034
JMOM,CRWD,Crowdstrike Holdings Inc,0.0033
JMOM,BLL,Ball Corp,0.0033
JMOM,LULU,Lululemon Athletica,0.0033
JMOM,CSGP,Costar Group Inc,0.0033
JMOM,POOL,Pool Corp,0.0033
JMOM,WLTW,Willis Towers WT,0.0032
JMOM,CPRT,Copart Inc,0.0032
JMOM,SWKS,Skyworks Solutions,0.0032
JMOM,LBRDK,Liberty Broadbd C,0.0032
JMOM,TEAM,Atlassian Cls A Ord,0.0032
JMOM,KEYS,Keysight Technologies Inc Comm,0.0032
JMOM,ROKU,Roku Inc,0.0031
SPMD,SEDG,Solaredge Tech,0.0076
SPMD,SBNY,Signature Bank,0.0074
SPMD,MOH,Molina Healthcare Inc,0.0071
SPMD,FDS,Factset Research Systems Inc,0.0069
SPMD,CPT,Camden Property Trust,0.0067
SPMD,CGNX,Cognex Cp,0.0063
SPMD,RGEN,Repligen Cp,0.0061
SPMD,MASI,Masimo Corp,0.0059
SPMD,WSM,Williams-Sonoma,0.0057
SPMD,WOLF,Wolfspeed Inc,0.0056
SPMD,NDSN,Nordson Corp,0.0056
SPMD,DAR,Darling International Inc,0.0056
SPMD,JLL,Jones Lang Lasalle Inc,0.0054
SPMD,STLD,Steel Dynamics Inc,0.0052
SPMD,GGG,Graco Inc,0.0052
SPMD,MPW,Medical Properties Trust,0.0052
SPMD,TRGP,Targa Resources,0.0051
SPMD,TREX,Trex Company,0.005
SPMD,BLDR,Builders Firstsource,0.0049
SPMD,PCTY,Paylocity Holdings Corp,0.0049
SPMD,RUN,Sunrun Inc,0.0049
SPMD,FSLR,First Solar Inc,0.0048
SPMD,AXON,Axon Enterprise Inc,0.0048
SPMD,CSL,Carlisle Companies Inc,0.0047
SPMD,MANH,Manhattan Assoc,0.0047
SPMD,SCI,Service Corp International,0.0047
SPMD,GME,Gamestop Corp,0.0047
SPMD,RPM,RPM International Inc,0.0046
SPMD,FICO,Fair Isaac and Company,0.0046
SPMD,EWBC,East West Bancorp,0.0046
SPMD,RH,Restoration Hardware Holdings,0.0046
SPMD,FIVE,Five Below Inc,0.0045
SPMD,CLF,Cleveland-Cliffs Inc,0.0045
SPMD,DECK,Deckers Outdoor Corp,0.0045
SPMD,HUBB,Hubbell Inc B,0.0044
SPMD,AZPN,Aspen Technology,0.0043
SPMD,WTRG,Essential Utilities Inc,0.0043
SPMD,LSI,Life Storage,0.0043
SPMD,RRX,Regal Rexnord Corp,0.0042
SPMD,LII,Lennox International,0.0042
SPMD,LEA,Lear Corp,0.0042
SPMD,TTC,Toro Company,0.0042
SPMD,HRC,Hill-Rom Holdings Inc,0.0042
SPMD,CONE,Cyrusone Inc,0.0042
SPMD,MIDD,Middleby Corp,0.0041
SPMD,CROX,Crocs Inc,0.0041
SPMD,NBIX,Neurocrine Bioscienc,0.0041
SPMD,ACM,Aecom Technology Corp,0.004
SPMD,LAMR,Lamar Advertis A,0.004
SPMD,SYNH,Syneos Health Inc,0.004
SPMD,LAD,Lithia Motors,0.0039
SPMD,OC,Owens Corning Inc,0.0039
SPMD,WSO,Watsco Inc,0.0039
SPMD,PEN,Penumbra Inc,0.0039
SPMD,TTEK,Tetra Tech Inc,0.0039
SPMD,LSCC,Lattice Semicond,0.0039
SPMD,KNX,Knight-Swift Transporation Inc,0.0038
SPMD,FHN,First Horizon Corp,0.0038
SPMD,RS,Reliance Steel & Aluminum Company,0.0038
SPMD,REXR,Rexford Industrial Realty Inc,0.0038
SPMD,NYT,New York Times Company,0.0037
SPMD,UGI,Ugi Corp,0.0037
SPMD,Y,Alleghany Corp,0.0037
SPMD,AFG,American Financial Group,0.0037
SPMD,GXO,Gxo Logistics Inc,0.0036
SPMD,JBL,Jabil Circuit,0.0036
SPMD,TPX,Tempur-Pedic International Inc,0.0036
SPMD,BRKS,Brooks Automation,0.0035
SPMD,YETI,Yeti Holdings Inc,0.0035
SPMD,TNDM,Tandem Diabetes Care,0.0035
SPMD,G,Genpact Ltd,0.0035
SPMD,UTHR,United Therapeutic,0.0035
SPMD,JEF,Jefferies Financial Group Inc,0.0035
SPMD,BLD,Topbuild Corp,0.0035
SPMD,LECO,Lincoln Elec Holdings,0.0035
SPMD,XPO,Xpo Logistics Inc,0.0035
SPMD,GNTX,Gentex Corp,0.0035
SPMD,CABO,Cable One Inc,0.0034
SPMD,AIRC,Apartment Income REIT Corp,0.0034
SPMD,CIEN,Ciena Corp,0.0034
SPMD,STOR,Store Capital Corp,0.0034
SPMD,MKSI,Mks Instruments Inc,0.0034
SPMD,ARW,Arrow Electronics,0.0034
SPMD,SAIA,Saia Inc,0.0034
SPMD,OLN,Olin Corp,0.0034
SPMD,DKS,Dick's Sporting Goods Inc,0.0033
SPMD,CAR,Avis Budget Group,0.0033
SPMD,JAZZ,Jazz Pharma Plc,0.0033
SPMD,ITT,ITT Inc,0.0033
SPMD,CPRI,Capri Holdings Ltd,0.0033
SPMD,IAA,Iaa Inc,0.0033
SPMD,FAF,First American Corp,0.0033
SPMD,RGA,Reinsurance Group of America Inc,0.0033
SPMD,BJ,Bj's Wholesale Club Holdings Inc,0.0033
SPMD,JHG,Janus Henderson Group Plc,0.0033
SPMD,EGP,Eastgroup Properties,0.0033
SPMD,CHDN,Churchill Downs IN,0.0033
SPMD,ATR,Aptargroup,0.0033
SPMD,NNN,National Retail Properties,0.0033
SPMD,OLED,Universal Display,0.0033
MDYG,SEDG,Solaredge Tech,0.0161
MDYG,FDS,Factset Research Systems Inc,0.0146
MDYG,CGNX,Cognex Cp,0.0135
MDYG,RGEN,Repligen Cp,0.0129
MDYG,MASI,Masimo Corp,0.0125
MDYG,WSM,Williams-Sonoma,0.0121
MDYG,WOLF,Wolfspeed Inc,0.0121
MDYG,DAR,Darling International Inc,0.0119
MDYG,GGG,Graco Inc,0.0111
MDYG,TREX,Trex Company,0.0107
MDYG,PCTY,Paylocity Holdings Corp,0.0104
MDYG,RUN,Sunrun Inc,0.0103
MDYG,FSLR,First Solar Inc,0.0103
MDYG,AXON,Axon Enterprise Inc,0.0103
MDYG,MANH,Manhattan Assoc,0.01
MDYG,FICO,Fair Isaac and Company,0.0098
MDYG,RH,Restoration Hardware Holdings,0.0098
MDYG,FIVE,Five Below Inc,0.0096
MDYG,CLF,Cleveland-Cliffs Inc,0.0095
MDYG,DECK,Deckers Outdoor Corp,0.0095
MDYG,TTC,Toro Company,0.0089
MDYG,CONE,Cyrusone Inc,0.0088
MDYG,CROX,Crocs Inc,0.0088
MDYG,NBIX,Neurocrine Bioscienc,0.0087
MDYG,SYNH,Syneos Health Inc,0.0084
MDYG,LAD,Lithia Motors,0.0084
MDYG,PEN,Penumbra Inc,0.0083
MDYG,TTEK,Tetra Tech Inc,0.0083
MDYG,LSCC,Lattice Semicond,0.0082
MDYG,KNX,Knight-Swift Transporation Inc,0.0082
MDYG,MOH,Molina Healthcare Inc,0.0081
MDYG,NYT,New York Times Company,0.0079
MDYG,TPX,Tempur-Pedic International Inc,0.0076
MDYG,BRKS,Brooks Automation,0.0075
MDYG,NDSN,Nordson Corp,0.0075
MDYG,YETI,Yeti Holdings Inc,0.0075
MDYG,CABO,Cable One Inc,0.0074
MDYG,BLD,Topbuild Corp,0.0074
MDYG,LECO,Lincoln Elec Holdings,0.0074
MDYG,MKSI,Mks Instruments Inc,0.0072
MDYG,SAIA,Saia Inc,0.0071
MDYG,JAZZ,Jazz Pharma Plc,0.0071
MDYG,IAA,Iaa Inc,0.007
MDYG,CHDN,Churchill Downs IN,0.0069
MDYG,OLED,Universal Display,0.0069
MDYG,CPT,Camden Property Trust,0.0067
MDYG,MAT,Mattel Inc,0.0066
MDYG,CHE,Chemed Inc,0.0066
MDYG,APPS,Digital Turbine,0.0065
MDYG,AZPN,Aspen Technology,0.0064
MDYG,LFUS,Littelfuse Inc,0.0063
MDYG,RPM,RPM International Inc,0.0061
MDYG,SCI,Service Corp International,0.006
MDYG,EXEL,Exelixis Inc,0.0059
MDYG,FOXF,Fox Factory Cp,0.0059
MDYG,CSL,Carlisle Companies Inc,0.0059
MDYG,ARWR,Arrowhead Pharma,0.0058
MDYG,PRI,Primerica Inc,0.0058
MDYG,MEDP,Medpace Holdings Inc,0.0057
MDYG,HUBB,Hubbell Inc B,0.0056
MDYG,IIVI,I I V I Inc,0.0055
MDYG,ASGN,On Assignment,0.0055
MDYG,SBNY,Signature Bank,0.0055
MDYG,LITE,Lumentum Holdings,0.0055
MDYG,TXRH,Texas Roadhouse Inc,0.0054
MDYG,IBKR,Interactive Brokers,0.0054
MDYG,MIDD,Middleby Corp,0.0054
MDYG,SMG,Scotts Miracle-Gro Company,0.0053
MDYG,GMED,Globus Medical Inc,0.0053
MDYG,LII,Lennox International,0.0052
MDYG,BLDR,Builders Firstsource,0.0051
MDYG,WSO,Watsco Inc,0.0051
MDYG,STAA,Staar Surgical Company,0.0049
MDYG,SLM,SLM Corp,0.0049
MDYG,MSA,Msa Safety Inc,0.0048
MDYG,HQY,Healthequity,0.0048
MDYG,AMED,Amedisys Inc,0.0048
MDYG,SMTC,Semtech Corp,0.0048
MDYG,REXR,Rexford Industrial Realty Inc,0.0048
MDYG,LSI,Life Storage,0.0047
MDYG,HELE,Helen of Troy Ltd,0.0047
MDYG,HALO,Halozyme Therapeutic,0.0047
MDYG,GME,Gamestop Corp,0.0047
MDYG,TNDM,Tandem Diabetes Care,0.0046
MDYG,WTRG,Essential Utilities Inc,0.0046
MDYG,G,Genpact Ltd,0.0045
MDYG,RRX,Regal Rexnord Corp,0.0045
MDYG,WING,Wingstop Inc,0.0045
MDYG,QDEL,Quidel Cp,0.0044
MDYG,MPW,Medical Properties Trust,0.0043
MDYG,FCN,Fti Consulting,0.0043
MDYG,LAMR,Lamar Advertis A,0.0043
MDYG,TKR,Timken Company,0.0043
MDYG,GNTX,Gentex Corp,0.0043
MDYG,ATR,Aptargroup,0.0042
MDYG,SAM,Boston Beer Company,0.004
MDYG,EGP,Eastgroup Properties,0.004
MDYG,MIME,Mimecast Ltd Ord,0.004
MDYG,SSD,Simpson Manufacturing Company,0.004
MDYG,GXO,Gxo Logistics Inc,0.0039
SLY,M,Macy's Inc,0.0078
SLY,OMCL,Omnicell Inc,0.0073
SLY,GTLS,Chart Industries IN,0.006
SLY,IIPR,Innovative Industrial Properties,0.0059
SLY,POWI,Power Integratn,0.0059
SLY,RRC,Range Resources Corp,0.0057
SLY,EXPO,Exponent Inc,0.0056
SLY,NEO,Neogenomics Inc,0.0053
SLY,SPSC,Sps Commerce Inc,0.0052
SLY,WTS,Watts Water Technologies,0.0049
SLY,PDCE,Pdc Energy Inc,0.0049
SLY,UFPI,Universal Forest Prd,0.0048
SLY,BCPC,Balchem Cp,0.0047
SLY,ADC,Agree Realty Corp,0.0046
SLY,SIG,Signet Jewelers Ltd,0.0044
SLY,JBT,John Bean Technologies Corp,0.0044
SLY,AMN,Amn Healthcare Services Inc,0.0044
SLY,MTDR,Matador Resources Company,0.0043
SLY,LTHM,Livent Corp,0.0043
SLY,MXL,Maxlinear Inc,0.0042
SLY,DIOD,Diodes Inc,0.0041
SLY,KFY,Korn/Ferry International,0.004
SLY,CNMD,C O N M E D Cp,0.004
SLY,SM,Sm Energy Company,0.0039
SLY,MTH,Meritage Corp,0.0039
SLY,ENSG,The Ensign Group IN,0.0038
SLY,PRFT,Perficient Inc,0.0038
SLY,EXLS,Exlservice Holdings,0.0038
SLY,VG,Vonage Holdings,0.0038
SLY,AGO,Assured Guaranty Ltd,0.0038
SLY,LXP,Lexington Realty Trust,0.0038
SLY,PPBI,Pacific Premier Bncp,0.0037
SLY,SFBS,Servisfirst Bancs,0.0037
SLY,ONTO,Onto Innovation Inc,0.0037
SLY,CBU,Community Bank System,0.0036
SLY,ALRM,Alarm.com,0.0036
SLY,WD,Walker & Dunlop,0.0036
SLY,AIT,Applied Industrial Technologies,0.0036
SLY,ABG,Asbury Automotive Group Inc,0.0036
SLY,COOP,Mr.Cooper Group Inc,0.0036
SLY,ROG,Rogers Corp,0.0035
SLY,BKU,BankUnited Inc,0.0035
SLY,FUL,H. B. Fuller Company,0.0035
SLY,CELH,Celsius Holdings Inc,0.0034
SLY,MATX,Matson Inc,0.0034
SLY,FHB,First Hawaiian Inc,0.0034
SLY,REZI,Resideo Technologies Inc,0.0034
SLY,FN,Fabrinet,0.0033
SLY,DDD,3D Systems Corp,0.0033
SLY,LCII,Lci Industries,0.0033
SLY,KLIC,Kulicke and Soffa,0.0033
SLY,SEM,Select Medical Holdings Corp,0.0033
SLY,AEIS,Advanced Energy,0.0033
SLY,EPRT,Essential Properties Realty Trust Inc,0.0033
SLY,VIAV,Viavi Solutions,0.0033
SLY,ITRI,Itron Inc,0.0033
SLY,TRUP,Trupanion Inc,0.0033
SLY,SHOO,Steven Maddens Ltd,0.0033
SLY,ABCB,Ameris Bancorp,0.0033
SLY,ISBC,Investors Bancorp,0.0032
SLY,MMSI,Merit Medical Sys,0.0032
SLY,FELE,Franklin Electric Company,0.0032
SLY,AWR,American States Water Company,0.0032
SLY,HP,Helmerich & Payne,0.0032
SLY,SMPL,The Simply Good Foods Company,0.0031
SLY,LPSN,Liveperson Inc,0.0031
SLY,UNIT,Uniti Group Inc,0.0031
SLY,FIX,Comfort Systems USA,0.0031
SLY,HI,Hillenbrand Inc,0.0031
SLY,SWN,Southwestern Energy Company,0.0031
SLY,NSIT,Insight Enterpr,0.0031
SLY,KWR,Quaker Chemical Corp,0.0031
SLY,AJRD,Aerojet Rocketdyne Holdings,0.0031
SLY,GPI,Group 1 Automotive,0.0031
SLY,CCOI,Cogent Comm Hlds,0.0031
SLY,LGIH,LGI Homes Inc,0.003
SLY,VICR,Vicor Cp,0.003
SLY,SFNC,Simmons First Natl,0.003
SLY,RCII,Rent-A-Center Inc,0.003
SLY,ARNC,Arconic Corp,0.003
SLY,REGI,Renewable Energy,0.003
SLY,CWT,California Water Service Group Holding,0.003
SLY,FLOW,SPX Flow Inc,0.0029
SLY,WDFC,W D 40 Company,0.0029
SLY,BOOT,Boot Barn Holdings Inc,0.0029
SLY,FORM,Formfactor Inc,0.0029
SLY,UNF,Unifirst Corp,0.0028
SLY,UCBI,United Comm Banks,0.0028
SLY,MLI,Mueller Industries,0.0028
SLY,PBH,Prestige Brand Holdings,0.0028
SLY,DORM,Dorman Products Inc,0.0028
SLY,IBP,Installed Building Products,0.0028
SLY,BMI,Badger Meter,0.0028
SLY,ITGR,Integer Holdings Corp,0.0028
SLY,AAON,Aaon Inc,0.0028
SLY,ABM,ABM Industries Inc,0.0028
SLY,CYTK,Cytokinetics,0.0027
SLY,SITC,Site Centers Corp,0.0027
SLY,FBP,First Bancorp,0.0027
SLY,SSTK,Shutterstock Inc,0.0027
SLYG,OMCL,Omnicell Inc,0.0155
SLYG,GTLS,Chart Industries IN,0.0127
SLYG,IIPR,Innovative Industrial Properties,0.0126
SLYG,POWI,Power Integratn,0.0125
SLYG,EXPO,Exponent Inc,0.012
SLYG,NEO,Neogenomics Inc,0.0114
SLYG,SPSC,Sps Commerce Inc,0.011
SLYG,BCPC,Balchem Cp,0.01
SLYG,LTHM,Livent Corp,0.0092
SLYG,MXL,Maxlinear Inc,0.0089
SLYG,DIOD,Diodes Inc,0.0087
SLYG,PRFT,Perficient Inc,0.0082
SLYG,MTH,Meritage Corp,0.0082
SLYG,EXLS,Exlservice Holdings,0.0082
SLYG,ENSG,The Ensign Group IN,0.0082
SLYG,VG,Vonage Holdings,0.0082
SLYG,SFBS,Servisfirst Bancs,0.0079
SLYG,ONTO,Onto Innovation Inc,0.0078
SLYG,ALRM,Alarm.com,0.0078
SLYG,WD,Walker & Dunlop,0.0076
SLYG,COOP,Mr.Cooper Group Inc,0.0076
SLYG,CELH,Celsius Holdings Inc,0.0074
SLYG,MATX,Matson Inc,0.0073
SLYG,LCII,Lci Industries,0.0071
SLYG,AEIS,Advanced Energy,0.0071
SLYG,EPRT,Essential Properties Realty Trust Inc,0.0071
SLYG,VIAV,Viavi Solutions,0.0071
SLYG,TRUP,Trupanion Inc,0.007
SLYG,RRC,Range Resources Corp,0.0069
SLYG,MMSI,Merit Medical Sys,0.0068
SLYG,WTS,Watts Water Technologies,0.0068
SLYG,FELE,Franklin Electric Company,0.0068
SLYG,LPSN,Liveperson Inc,0.0067
SLYG,FIX,Comfort Systems USA,0.0067
SLYG,KWR,Quaker Chemical Corp,0.0066
SLYG,LGIH,LGI Homes Inc,0.0065
SLYG,VICR,Vicor Cp,0.0065
SLYG,RCII,Rent-A-Center Inc,0.0065
SLYG,REGI,Renewable Energy,0.0065
SLYG,WDFC,W D 40 Company,0.0063
SLYG,FORM,Formfactor Inc,0.0062
SLYG,DORM,Dorman Products Inc,0.006
SLYG,BMI,Badger Meter,0.006
SLYG,IBP,Installed Building Products,0.006
SLYG,AAON,Aaon Inc,0.006
SLYG,AMN,Amn Healthcare Services Inc,0.0059
SLYG,CYTK,Cytokinetics,0.0059
SLYG,JBT,John Bean Technologies Corp,0.0058
SLYG,SSTK,Shutterstock Inc,0.0057
SLYG,AX,Axos Financial Inc,0.0057
SLYG,TBK,Triumph Bancorp,0.0056
SLYG,FWRD,Foward Air Corp,0.0055
SLYG,SHAK,Shake Shack Inc,0.0054
SLYG,EVTC,Evertec Inc,0.0054
SLYG,FSS,Federal Signal Corp,0.0052
SLYG,UFPI,Universal Forest Prd,0.0052
SLYG,EGHT,8X8 Inc,0.0051
SLYG,ADC,Agree Realty Corp,0.0049
SLYG,HSKA,Heska Corp,0.0048
SLYG,VSTO,Vista Outdoor Inc,0.0048
SLYG,CNMD,C O N M E D Cp,0.0048
SLYG,TTGT,Techtarget Inc,0.0048
SLYG,IRBT,Irobot Corp,0.0047
SLYG,PCRX,Pacira Pharm Inc,0.0046
SLYG,AIT,Applied Industrial Technologies,0.0046
SLYG,GDOT,Green Dot Corp,0.0046
SLYG,XNCR,Xencor Inc,0.0046
SLYG,MED,Medifast Inc,0.0046
SLYG,VRTS,Virtus Inv Partners,0.0046
SLYG,FN,Fabrinet,0.0045
SLYG,UCTT,Ultra Clean Holdings,0.0045
SLYG,PLMR,Palomar Holdings Inc,0.0044
SLYG,HI,Hillenbrand Inc,0.0044
SLYG,VCEL,Vericel Corproation,0.0043
SLYG,UNIT,Uniti Group Inc,0.0043
SLYG,ROCK,Gibraltar Ind Inc,0.0043
SLYG,SNBR,Sleep Number Corp,0.0043
SLYG,NMIH,Nmi Holdings Inc,0.0042
SLYG,AVAV,Aerovironment Inc,0.0041
SLYG,CCOI,Cogent Comm Hlds,0.0041
SLYG,MODV,Modivcare Inc,0.0041
SLYG,ROG,Rogers Corp,0.0041
SLYG,CCS,Century Communities Inc,0.0041
SLYG,PRAA,Pra Group Inc,0.004
SLYG,MTDR,Matador Resources Company,0.004
SLYG,BGS,B&G Foods Holdings,0.0039
SLYG,SWN,Southwestern Energy Company,0.0038
SLYG,CORT,Corcept Therapeutics,0.0038
SLYG,BOOT,Boot Barn Holdings Inc,0.0038
SLYG,CWT,California Water Service Group Holding,0.0038
SLYG,FUL,H. B. Fuller Company,0.0038
SLYG,ITRI,Itron Inc,0.0037
SLYG,TREE,Lendingtree Inc,0.0037
SLYG,CBU,Community Bank System,0.0037
SLYG,AWR,American States Water Company,0.0037
SLYG,ARNC,Arconic Corp,0.0037
SLYG,SEM,Select Medical Holdings Corp,0.0037
SLYG,BSIG,Brightsphere Investment Group Plc,0.0036
SLYG,PATK,Patrick Inds Inc,0.0036
SLYG,KLIC,Kulicke and Soffa,0.0035
XLK,MSFT,Microsoft Corp,0.2279
XLK,AAPL,Apple Inc,0.2151
XLK,NVDA,Nvidia Corp,0.0583
XLK,V,Visa Inc,0.0327
XLK,ADBE,Adobe Systems Inc,0.0283
XLK,MA,Mastercard Inc,0.0267
XLK,CRM,Salesforce.com Inc,0.0266
XLK,PYPL,Paypal Holdings,0.025
XLK,CSCO,Cisco Systems Inc,0.0216
XLK,ACN,Accenture Plc,0.0208
XLK,AVGO,Broadcom Ltd,0.02
XLK,INTC,Intel Corp,0.0182
XLK,TXN,Texas Instruments,0.0158
XLK,INTU,Intuit Inc,0.0156
XLK,ORCL,Oracle Corp,0.0145
XLK,QCOM,Qualcomm Inc,0.0137
XLK,AMD,Adv Micro Devices,0.0133
XLK,NOW,Servicenow Inc,0.0126
XLK,AMAT,Applied Materials,0.0114
XLK,IBM,International Business Machines,0.0103
XLK,ADP,Automatic Data Procs,0.0087
XLK,ADI,Analog Devices,0.0085
XLK,LRCX,Lam Research Corp,0.0073
XLK,MU,Micron Technology,0.0071
XLK,ADSK,Autodesk Inc,0.0064
XLK,FIS,Fidelity National Information Services,0.0063
XLK,FISV,Fiserv Inc,0.0054
XLK,KLAC,K L A-Tencor Corp,0.0052
XLK,NXPI,Nxp Semiconductors,0.0049
XLK,SNPS,Synopsys Inc,0.0046
XLK,CDNS,Cadence Design Sys,0.0044
XLK,TEL,Te Connectivity Ltd,0.0044
XLK,APH,Amphenol Corp,0.0042
XLK,FTNT,Fortinet Inc,0.0042
XLK,XLNX,Xilinx Inc,0.0041
XLK,MSI,Motorola Solutions,0.0038
XLK,GPN,Global Payments Inc,0.0038
XLK,CTSH,Cognizant Tech Sol,0.0038
XLK,MCHP,Microchip Technology,0.0037
XLK,PAYX,Paychex Inc,0.0036
XLK,HPQ,HP Inc,0.0033
XLK,KEYS,Keysight Technologies Inc Comm,0.003
XLK,ANSS,Ansys Inc,0.003
XLK,ENPH,Enphase Energy Inc,0.0029
XLK,ZBRA,Zebra Technologies,0.0026
XLK,IT,Gartner Inc,0.0025
XLK,SWKS,Skyworks Solutions,0.0025
XLK,GLW,Corning Inc,0.0025
XLK,PAYC,Paycom Software Inc,0.0024
XLK,CDW,CDW Corp,0.0023
XLK,ANET,Arista Networks Inc,0.0021
XLK,TER,Teradyne Inc,0.0021
XLK,MPWR,Monolithic Power Sys,0.0021
XLK,TYL,Tyler Technologies,0.002
XLK,TRMB,Trimble Navigation,0.002
XLK,VRSN,Verisign Inc,0.002
XLK,TDY,Teledyne Technologies Inc,0.0019
XLK,BR,Broadridge Financial Solutions Llc,0.0019
XLK,FLT,Fleetcor Technologies,0.0019
XLK,NTAP,Netapp Inc,0.0018
XLK,HPE,Hewlett Packard Enterprise Comp,0.0017
XLK,QRVO,Qorvo Inc,0.0017
XLK,STX,Seagate Technology Hldgs Plc,0.0017
XLK,AKAM,Akamai Technologies,0.0016
XLK,CDAY,Ceridian Hcm Holding Inc,0.0015
XLK,WDC,Western Digital Cp,0.0015
XLK,NLOK,Nortonlifelock Inc,0.0014
XLK,PTC,Ptc Inc,0.0012
XLK,FFIV,F5 Networks Inc,0.0012
XLK,JKHY,Jack Henry & Assoc,0.0011
XLK,CTXS,Citrix Systems Inc,0.0011
XLK,JNPR,Juniper Networks,0.0009
XLK,DXC,Dxc Technology Company,0.0007
XLK,WU,Western Union Company,0.0007
XLK,IPGP,Ipg Photonics Corp,0.0005
